MESSAGE_ID,MESSAGE_TYPE,BID0.Price,BID0.Size,BID1.Price,BID1.Size,ASK0.Price,ASK0.Size,ASK1.Price,ASK1.Size,Symbol
117705,ASK_UPDATE,32.46,9400,28.3,100,32.83,300,32.84,100,AMD
117828,BID_UPDATE,32.46,9400,28.3,100,32.83,300,32.84,100,AMD
117829,BID_UPDATE,32.46,9400,28.3,100,32.83,200,32.84,100,AMD
117830,BID_UPDATE,32.46,9400,28.3,100,32.83,200,32.84,100,AMD
117843,ASK_UPDATE,32.46,9400,28.3,100,32.83,200,32.84,100,AMD
117876,ASK_UPDATE,32.46,9400,28.3,100,32.83,200,32.84,100,AMD
117973,ASK_UPDATE,32.46,9400,28.3,100,32.83,200,32.84,100,AMD
118008,BID_UPDATE,32.46,9400,28.3,100,32.83,100,32.84,100,AMD
118010,ASK_UPDATE,32.46,9400,28.3,100,32.83,100,32.84,100,AMD
118012,BID_UPDATE,32.46,9400,28.3,100,32.83,100,32.84,100,AMD
118193,BID_UPDATE,32.46,9400,28.3,100,32.84,100,32.86,300,AMD
118194,BID_UPDATE,32.46,9400,28.3,100,32.86,300,32.87,300,AMD
118195,BID_UPDATE,32.46,9400,28.3,100,32.86,300,32.87,300,AMD
118197,BID_UPDATE,32.46,9400,28.3,100,32.86,300,32.87,300,AMD
118201,ASK_UPDATE,32.46,9400,28.3,100,32.86,300,32.87,300,AMD
118202,ASK_UPDATE,32.46,9400,28.3,100,32.86,300,32.87,300,AMD
118254,BID_UPDATE,32.46,9400,28.3,100,32.86,200,32.87,300,AMD
118259,BID_UPDATE,32.46,9400,28.3,100,32.86,200,32.87,300,AMD
118270,BID_UPDATE,32.46,9400,28.3,100,32.86,100,32.87,300,AMD
118277,BID_UPDATE,32.46,9400,28.3,100,32.86,100,32.87,300,AMD
118414,BID_UPDATE,32.46,9400,28.3,100,32.87,300,32.88,300,AMD
118417,BID_UPDATE,32.46,9400,28.3,100,32.87,300,32.88,300,AMD
118420,BID_UPDATE,32.46,9500,28.3,100,32.87,300,32.88,300,AMD
118422,BID_UPDATE,32.46,9500,28.3,100,32.87,300,32.88,300,AMD
118463,ASK_UPDATE,32.46,9500,28.3,100,32.87,300,32.88,400,AMD
118464,ASK_UPDATE,32.46,9500,28.3,100,32.87,300,32.88,400,AMD
118472,BID_UPDATE,32.46,9600,28.3,100,32.87,300,32.88,400,AMD
118475,BID_UPDATE,32.46,9600,28.3,100,32.87,300,32.88,400,AMD
118476,BID_UPDATE,32.46,9700,28.3,100,32.87,300,32.88,400,AMD
118477,BID_UPDATE,32.46,9700,28.3,100,32.87,300,32.88,400,AMD
118478,BID_UPDATE,32.46,9800,28.3,100,32.87,300,32.88,400,AMD
118521,ASK_UPDATE,32.46,9800,28.3,100,32.87,300,32.88,400,AMD
118522,BID_UPDATE,32.46,9800,28.3,100,32.87,300,32.88,400,AMD
118525,ASK_UPDATE,32.46,9800,28.3,100,32.87,300,32.88,400,AMD
118527,BID_UPDATE,32.46,9900,28.3,100,32.87,300,32.88,400,AMD
118574,BID_UPDATE,32.46,9900,28.3,100,32.87,300,32.88,400,AMD
118579,BID_UPDATE,32.46,10000,28.3,100,32.87,300,32.88,400,AMD
118580,BID_UPDATE,32.46,10000,28.3,100,32.87,300,32.88,400,AMD
118623,BID_UPDATE,32.46,10100,28.3,100,32.87,300,32.88,400,AMD
118624,ASK_UPDATE,32.46,10100,28.3,100,32.87,300,32.88,500,AMD
118625,BID_UPDATE,32.46,10100,28.3,100,32.87,300,32.88,500,AMD
118626,ASK_UPDATE,32.46,10100,28.3,100,32.87,300,32.88,500,AMD
118627,BID_UPDATE,32.46,10200,28.3,100,32.87,300,32.88,500,AMD
118631,BID_UPDATE,32.46,10200,28.3,100,32.87,300,32.88,500,AMD
118637,ASK_UPDATE,32.46,10200,28.3,100,32.87,400,32.88,500,AMD
118638,ASK_UPDATE,32.46,10200,28.3,100,32.87,400,32.88,500,AMD
118640,BID_UPDATE,32.46,10300,28.3,100,32.87,400,32.88,500,AMD
118675,ASK_UPDATE,32.46,10300,28.3,100,32.87,500,32.88,500,AMD
118731,ASK_UPDATE,32.46,10300,28.3,100,32.87,500,32.88,500,AMD
118966,ASK_UPDATE,32.46,10300,28.3,100,32.86,100,32.87,500,AMD
118976,ASK_UPDATE,32.46,10300,28.3,100,32.86,100,32.87,500,AMD
119036,ASK_UPDATE,32.46,10300,28.3,100,32.86,200,32.87,500,AMD
119037,BID_UPDATE,32.46,10300,28.3,100,32.86,200,32.87,500,AMD
119040,ASK_UPDATE,32.46,10300,28.3,100,32.86,200,32.87,500,AMD
119041,BID_UPDATE,32.46,10400,28.3,100,32.86,200,32.87,500,AMD
119056,BID_UPDATE,32.46,10400,28.3,100,32.86,200,32.87,500,AMD
119057,BID_UPDATE,32.46,10500,28.3,100,32.86,200,32.87,500,AMD
119058,BID_UPDATE,32.46,10500,28.3,100,32.86,200,32.87,500,AMD
119059,BID_UPDATE,32.46,10600,28.3,100,32.86,200,32.87,500,AMD
119108,BID_UPDATE,32.46,10600,28.3,100,32.86,200,32.87,500,AMD
119109,ASK_UPDATE,32.46,10600,28.3,100,32.86,200,32.87,600,AMD
119212,ASK_UPDATE,32.46,10600,28.3,100,32.86,200,32.87,600,AMD
119613,ASK_UPDATE,32.46,10600,28.3,100,32.86,300,32.87,600,AMD
119616,ASK_UPDATE,32.46,10600,28.3,100,32.86,300,32.87,600,AMD
119617,BID_UPDATE,32.46,10700,28.3,100,32.86,300,32.87,600,AMD
119619,BID_UPDATE,32.46,10900,28.3,100,32.86,300,32.87,600,AMD
119620,BID_UPDATE,32.46,11000,28.3,100,32.86,300,32.87,600,AMD
119621,BID_UPDATE,32.46,11000,28.3,100,32.86,300,32.87,600,AMD
119622,BID_UPDATE,32.46,11100,28.3,100,32.86,300,32.87,600,AMD
119623,BID_UPDATE,32.46,11100,28.3,100,32.86,300,32.87,600,AMD
119630,BID_UPDATE,32.46,11200,28.3,100,32.86,300,32.87,600,AMD
119963,BID_UPDATE,32.46,11200,28.3,100,32.86,300,32.87,600,AMD
119964,BID_UPDATE,32.46,11300,28.3,100,32.86,300,32.87,600,AMD
119969,ASK_UPDATE,32.46,11300,28.3,100,32.86,300,32.87,600,AMD
119970,BID_UPDATE,32.46,11300,28.3,100,32.86,300,32.87,600,AMD
119975,ASK_UPDATE,32.46,11300,28.3,100,32.86,300,32.87,600,AMD
119993,ASK_UPDATE,32.46,11300,28.3,100,32.86,300,32.87,600,AMD
120002,ASK_UPDATE,32.46,11300,28.3,100,32.86,300,32.87,600,AMD
120113,BID_UPDATE,32.46,11400,28.3,100,32.86,300,32.87,600,AMD
120395,BID_UPDATE,32.46,11400,28.3,100,32.86,300,32.87,600,AMD
120396,BID_UPDATE,32.46,11400,28.3,100,32.86,200,32.87,600,AMD
120400,BID_UPDATE,32.46,11400,28.3,100,32.86,200,32.87,600,AMD
120410,BID_UPDATE,32.46,11400,28.3,100,32.86,100,32.87,600,AMD
120411,BID_UPDATE,32.46,11400,28.3,100,32.86,100,32.87,600,AMD
120429,BID_UPDATE,32.46,11400,28.3,100,32.87,600,32.88,700,AMD
120433,BID_UPDATE,32.46,11400,28.3,100,32.87,600,32.88,700,AMD
120438,BID_UPDATE,32.46,11400,28.3,100,32.87,500,32.88,700,AMD
120448,BID_UPDATE,32.46,11400,28.3,100,32.87,500,32.88,700,AMD
120492,BID_UPDATE,32.46,11400,28.3,100,32.87,400,32.88,700,AMD
120975,BID_UPDATE,32.46,11400,28.3,100,32.87,400,32.88,700,AMD
121357,BID_UPDATE,32.46,11400,28.3,100,32.87,300,32.88,700,AMD
121370,BID_UPDATE,32.46,11400,28.3,100,32.87,300,32.88,700,AMD
121551,BID_UPDATE,32.46,11400,28.3,100,32.87,200,32.88,700,AMD
121552,BID_UPDATE,32.46,11400,28.3,100,32.87,100,32.88,700,AMD
121553,BID_UPDATE,32.46,11400,28.3,100,32.87,100,32.88,700,AMD
121554,BID_UPDATE,32.46,11400,28.3,100,32.87,100,32.88,700,AMD
121564,BID_UPDATE,32.46,11400,28.3,100,32.88,700,32.89,500,AMD
121565,BID_UPDATE,32.46,11400,28.3,100,32.88,700,32.89,500,AMD
122368,BID_UPDATE,32.46,11500,28.3,100,32.88,700,32.89,500,AMD
122369,BID_UPDATE,32.46,11500,28.3,100,32.88,700,32.89,500,AMD
122370,BID_UPDATE,32.46,11600,28.3,100,32.88,700,32.89,500,AMD
122653,BID_UPDATE,32.46,11600,28.3,100,32.88,600,32.89,500,AMD
122654,BID_UPDATE,32.46,11600,28.3,100,32.88,600,32.89,500,AMD
122655,BID_UPDATE,32.46,11600,28.3,100,32.88,600,32.89,500,AMD
122658,BID_UPDATE,32.46,11700,28.3,100,32.88,600,32.89,500,AMD
122659,BID_UPDATE,32.46,11700,28.3,100,32.88,600,32.89,500,AMD
122662,BID_UPDATE,32.46,11800,28.3,100,32.88,600,32.89,500,AMD
122663,BID_UPDATE,32.46,11800,28.3,100,32.88,600,32.89,500,AMD
122669,BID_UPDATE,32.46,11900,28.3,100,32.88,600,32.89,500,AMD
122784,BID_UPDATE,32.46,11900,28.3,100,32.88,600,32.89,500,AMD
122786,BID_UPDATE,32.46,12000,28.3,100,32.88,600,32.89,500,AMD
123293,BID_UPDATE,32.46,12000,28.3,100,32.88,600,32.89,500,AMD
123296,ASK_UPDATE,32.46,12000,28.3,100,32.88,600,32.89,600,AMD
123297,ASK_UPDATE,32.46,12000,28.3,100,32.88,600,32.89,600,AMD
123298,BID_UPDATE,32.46,12100,28.3,100,32.88,600,32.89,600,AMD
123299,BID_UPDATE,32.46,12100,28.3,100,32.88,600,32.89,600,AMD
123301,BID_UPDATE,32.46,12200,28.3,100,32.88,600,32.89,600,AMD
123309,ASK_UPDATE,32.46,12200,28.3,100,32.88,600,32.89,700,AMD
123310,BID_UPDATE,32.46,12200,28.3,100,32.88,600,32.89,700,AMD
123311,ASK_UPDATE,32.46,12200,28.3,100,32.88,600,32.89,700,AMD
123498,BID_UPDATE,32.46,12300,28.3,100,32.88,600,32.89,700,AMD
123499,BID_UPDATE,32.46,12300,28.3,100,32.88,600,32.89,700,AMD
123638,ASK_UPDATE,32.46,12300,28.3,100,32.88,600,32.89,800,AMD
123639,ASK_UPDATE,32.46,12300,28.3,100,32.88,600,32.89,800,AMD
123642,BID_UPDATE,32.46,12400,28.3,100,32.88,600,32.89,800,AMD
123995,BID_UPDATE,32.46,12500,28.3,100,32.88,600,32.89,800,AMD
123996,BID_UPDATE,32.46,12500,28.3,100,32.88,600,32.89,800,AMD
124223,BID_UPDATE,32.46,12500,28.3,100,32.88,600,32.89,800,AMD
124243,BID_UPDATE,32.46,12600,28.3,100,32.88,600,32.89,800,AMD
124329,BID_UPDATE,32.46,12600,28.3,100,32.88,600,32.89,800,AMD
124331,BID_UPDATE,32.46,12700,28.3,100,32.88,600,32.89,800,AMD
124374,BID_UPDATE,32.46,12700,28.3,100,32.88,600,32.89,800,AMD
124470,BID_UPDATE,32.46,12800,28.3,100,32.88,600,32.89,800,AMD
124471,BID_UPDATE,32.46,13000,28.3,100,32.88,600,32.89,800,AMD
124472,BID_UPDATE,32.46,13100,28.3,100,32.88,600,32.89,800,AMD
124473,BID_UPDATE,32.46,13100,28.3,100,32.88,600,32.89,800,AMD
124474,BID_UPDATE,32.46,13200,28.3,100,32.88,600,32.89,800,AMD
124475,BID_UPDATE,32.46,13200,28.3,100,32.88,600,32.89,800,AMD
124476,ASK_UPDATE,32.46,13200,28.3,100,32.88,700,32.89,800,AMD
124477,ASK_UPDATE,32.46,13200,28.3,100,32.88,700,32.89,800,AMD
124478,ASK_UPDATE,32.46,13200,28.3,100,32.88,700,32.89,900,AMD
124479,BID_UPDATE,32.46,13300,28.3,100,32.88,700,32.89,900,AMD
124480,ASK_UPDATE,32.46,13300,28.3,100,32.88,700,32.89,900,AMD
124481,BID_UPDATE,32.46,13300,28.3,100,32.88,700,32.89,900,AMD
124484,BID_UPDATE,32.46,13400,28.3,100,32.88,700,32.89,900,AMD
124485,BID_UPDATE,32.46,13400,28.3,100,32.88,700,32.89,900,AMD
124486,ASK_UPDATE,32.46,13400,28.3,100,32.88,700,32.89,1000,AMD
124499,BID_UPDATE,32.46,13500,28.3,100,32.88,700,32.89,1000,AMD
124501,BID_UPDATE,32.46,13500,28.3,100,32.88,700,32.89,1000,AMD
124529,ASK_UPDATE,32.46,13500,28.3,100,32.88,700,32.89,1000,AMD
124530,ASK_UPDATE,32.46,13500,28.3,100,32.87,100,32.88,700,AMD
124533,BID_UPDATE,32.46,13600,28.3,100,32.87,100,32.88,700,AMD
124537,ASK_UPDATE,32.46,13600,28.3,100,32.87,100,32.88,700,AMD
124625,ASK_UPDATE,32.46,13600,28.3,100,32.87,100,32.88,800,AMD
124648,BID_UPDATE,32.46,13600,28.3,100,32.87,100,32.88,800,AMD
124649,ASK_UPDATE,32.46,13600,28.3,100,32.87,100,32.88,800,AMD
124651,BID_UPDATE,32.46,13700,28.3,100,32.87,100,32.88,800,AMD
124655,ASK_UPDATE,32.46,13700,28.3,100,32.87,100,32.88,800,AMD
124656,ASK_UPDATE,32.46,13700,28.3,100,32.87,100,32.88,800,AMD
124796,BID_UPDATE,32.46,13700,28.3,100,32.87,100,32.88,800,AMD
124797,BID_UPDATE,32.46,13800,28.3,100,32.87,100,32.88,800,AMD
124826,BID_UPDATE,32.46,13800,28.3,100,32.87,100,32.88,800,AMD
124827,ASK_UPDATE,32.46,13800,28.3,100,32.87,100,32.88,800,AMD
124831,BID_UPDATE,32.46,13900,28.3,100,32.87,100,32.88,800,AMD
124832,ASK_UPDATE,32.46,13900,28.3,100,32.87,100,32.88,800,AMD
124843,ASK_UPDATE,32.46,13900,28.3,100,32.87,100,32.88,800,AMD
124844,ASK_UPDATE,32.46,13900,28.3,100,32.87,100,32.88,800,AMD
124846,BID_UPDATE,32.46,13900,28.3,100,32.87,100,32.88,800,AMD
124852,BID_UPDATE,32.46,14000,28.3,100,32.87,100,32.88,800,AMD
124853,ASK_UPDATE,32.46,14000,28.3,100,32.87,100,32.88,900,AMD
124854,ASK_UPDATE,32.46,14000,28.3,100,32.87,100,32.88,900,AMD
124977,BID_UPDATE,32.46,14000,28.3,100,32.87,100,32.88,900,AMD
124978,BID_UPDATE,32.46,14100,28.3,100,32.87,100,32.88,900,AMD
124979,BID_UPDATE,32.46,14100,28.3,100,32.87,100,32.88,900,AMD
124984,BID_UPDATE,32.46,14200,28.3,100,32.87,100,32.88,900,AMD
125023,BID_UPDATE,32.46,14200,28.3,100,32.87,100,32.88,900,AMD
125024,ASK_UPDATE,32.46,14200,28.3,100,32.87,100,32.88,900,AMD
125025,BID_UPDATE,32.46,14300,28.3,100,32.87,100,32.88,900,AMD
125032,ASK_UPDATE,32.46,14300,28.3,100,32.87,100,32.88,900,AMD
125164,BID_UPDATE,32.46,14300,28.3,100,32.87,100,32.88,900,AMD
125166,BID_UPDATE,32.46,14400,28.3,100,32.87,100,32.88,900,AMD
125167,BID_UPDATE,32.46,14400,28.3,100,32.87,100,32.88,900,AMD
125171,BID_UPDATE,32.46,14500,28.3,100,32.87,100,32.88,900,AMD
125518,BID_UPDATE,32.46,14500,28.3,100,32.87,100,32.88,900,AMD
125528,ASK_UPDATE,32.46,14500,28.3,100,32.87,100,32.88,900,AMD
125545,ASK_UPDATE,32.46,14500,28.3,100,32.87,100,32.88,900,AMD
125632,ASK_UPDATE,32.46,14500,28.3,100,32.87,100,32.88,900,AMD
125633,BID_UPDATE,32.46,14600,28.3,100,32.87,100,32.88,900,AMD
125635,ASK_UPDATE,32.46,14600,28.3,100,32.87,100,32.88,900,AMD
125636,BID_UPDATE,32.46,14600,28.3,100,32.87,100,32.88,900,AMD
125638,BID_UPDATE,32.46,14700,28.3,100,32.87,100,32.88,900,AMD
125737,BID_UPDATE,32.46,14800,28.3,100,32.87,100,32.88,900,AMD
125738,BID_UPDATE,32.46,14800,28.3,100,32.87,100,32.88,900,AMD
125741,BID_UPDATE,32.46,14800,28.3,100,32.87,100,32.88,900,AMD
125754,BID_UPDATE,32.46,14900,28.3,100,32.87,100,32.88,900,AMD
125939,BID_UPDATE,32.46,14900,28.3,100,32.87,100,32.88,900,AMD
125940,BID_UPDATE,32.46,15000,28.3,100,32.87,100,32.88,900,AMD
125941,BID_UPDATE,32.46,15100,28.3,100,32.87,100,32.88,900,AMD
125942,BID_UPDATE,32.46,15100,28.3,100,32.87,100,32.88,900,AMD
125943,BID_UPDATE,32.46,15100,28.3,100,32.87,100,32.88,900,AMD
125944,BID_UPDATE,32.46,15200,28.3,100,32.87,100,32.88,900,AMD
126094,BID_UPDATE,32.46,15200,28.3,100,32.87,100,32.88,900,AMD
126095,BID_UPDATE,32.46,15300,28.3,100,32.87,100,32.88,900,AMD
126122,BID_UPDATE,32.46,15300,28.3,100,32.87,100,32.88,900,AMD
126123,BID_UPDATE,32.46,15300,28.3,100,32.88,900,32.89,1600,AMD
126124,BID_UPDATE,32.46,15300,28.3,100,32.88,900,32.89,1600,AMD
126125,BID_UPDATE,32.46,15400,28.3,100,32.88,900,32.89,1600,AMD
126126,BID_UPDATE,32.46,15400,28.3,100,32.88,900,32.89,1600,AMD
126127,BID_UPDATE,32.46,15500,28.3,100,32.88,900,32.89,1600,AMD
126283,BID_UPDATE,32.46,15500,28.3,100,32.88,900,32.89,1600,AMD
126459,BID_UPDATE,32.46,15600,28.3,100,32.88,900,32.89,1600,AMD
126758,BID_UPDATE,32.46,15700,28.3,100,32.88,900,32.89,1600,AMD
126759,BID_UPDATE,32.46,15700,28.3,100,32.88,900,32.89,1600,AMD
126765,BID_UPDATE,32.46,15700,28.3,100,32.88,900,32.89,1600,AMD
126766,BID_UPDATE,32.46,15800,28.3,100,32.88,900,32.89,1600,AMD
127094,BID_UPDATE,32.46,15800,28.3,100,32.88,900,32.89,1600,AMD
127099,ASK_UPDATE,32.46,15800,28.3,100,32.88,900,32.89,1700,AMD
127100,ASK_UPDATE,32.46,15800,28.3,100,32.88,900,32.89,1700,AMD
127101,ASK_UPDATE,32.46,15800,28.3,100,32.88,900,32.89,1800,AMD
127102,BID_UPDATE,32.46,15900,28.3,100,32.88,900,32.89,1800,AMD
127103,ASK_UPDATE,32.46,15900,28.3,100,32.88,900,32.89,1800,AMD
127104,BID_UPDATE,32.46,15900,28.3,100,32.88,900,32.89,1800,AMD
127105,BID_UPDATE,32.46,16000,28.3,100,32.88,900,32.89,1800,AMD
127106,BID_UPDATE,32.46,16000,28.3,100,32.88,900,32.89,1800,AMD
127107,BID_UPDATE,32.46,16100,28.3,100,32.88,900,32.89,1800,AMD
127111,BID_UPDATE,32.46,16100,28.3,100,32.88,900,32.89,1800,AMD
127112,ASK_UPDATE,32.46,16100,28.3,100,32.88,1000,32.89,1800,AMD
127113,ASK_UPDATE,32.46,16100,28.3,100,32.88,1000,32.89,1800,AMD
127115,BID_UPDATE,32.46,16200,28.3,100,32.88,1000,32.89,1800,AMD
127150,BID_UPDATE,32.46,16200,28.3,100,32.88,1000,32.89,1800,AMD
127165,BID_UPDATE,32.46,16300,28.3,100,32.88,1000,32.89,1800,AMD
127166,BID_UPDATE,32.46,16300,28.3,100,32.88,1000,32.89,1800,AMD
127168,BID_UPDATE,32.46,16400,28.3,100,32.88,1000,32.89,1800,AMD
127169,BID_UPDATE,32.46,16400,28.3,100,32.88,1000,32.89,1800,AMD
127189,BID_UPDATE,32.46,16500,28.3,100,32.88,1000,32.89,1800,AMD
127199,BID_UPDATE,32.46,16600,28.3,100,32.88,1000,32.89,1800,AMD
127200,BID_UPDATE,32.46,16600,28.3,100,32.88,1000,32.89,1800,AMD
127228,BID_UPDATE,32.46,16600,28.3,100,32.88,1000,32.89,1800,AMD
127229,BID_UPDATE,32.46,16700,28.3,100,32.88,1000,32.89,1800,AMD
127347,BID_UPDATE,32.46,16800,28.3,100,32.88,1000,32.89,1800,AMD
127348,BID_UPDATE,32.46,16800,28.3,100,32.88,1000,32.89,1800,AMD
127350,BID_UPDATE,32.46,16800,28.3,100,32.88,1000,32.89,1800,AMD
127351,BID_UPDATE,32.46,16800,28.3,100,32.88,900,32.89,1800,AMD
127353,BID_UPDATE,32.46,16800,28.3,100,32.88,900,32.89,1800,AMD
127359,BID_UPDATE,32.46,16900,28.3,100,32.88,900,32.89,1800,AMD
127360,ASK_UPDATE,32.46,16900,28.3,100,32.88,900,32.89,1800,AMD
127361,BID_UPDATE,32.46,16900,28.3,100,32.88,900,32.89,1800,AMD
127363,BID_UPDATE,32.46,17000,28.3,100,32.88,900,32.89,1800,AMD
127364,ASK_UPDATE,32.46,17000,28.3,100,32.88,900,32.89,1800,AMD
127436,BID_UPDATE,32.46,17000,28.3,100,32.88,900,32.89,1800,AMD
127442,BID_UPDATE,32.46,17100,28.3,100,32.88,900,32.89,1800,AMD
127443,ASK_UPDATE,32.46,17100,28.3,100,32.88,900,32.89,1800,AMD
127444,ASK_UPDATE,32.46,17100,28.3,100,32.88,900,32.89,1800,AMD
127455,BID_UPDATE,32.46,17100,28.3,100,32.88,900,32.89,1800,AMD
127456,ASK_UPDATE,32.46,17100,28.3,100,32.88,900,32.89,1800,AMD
127457,ASK_UPDATE,32.46,17100,28.3,100,32.88,900,32.89,1800,AMD
127458,ASK_UPDATE,32.46,17100,28.3,100,32.88,900,32.89,1800,AMD
127459,BID_UPDATE,32.46,17200,28.3,100,32.88,900,32.89,1800,AMD
127463,BID_UPDATE,32.46,17200,28.3,100,32.88,900,32.89,1800,AMD
127464,ASK_UPDATE,32.46,17200,28.3,100,32.88,900,32.89,1800,AMD
127465,ASK_UPDATE,32.46,17200,28.3,100,32.88,900,32.89,1800,AMD
127467,BID_UPDATE,32.46,17300,28.3,100,32.88,900,32.89,1800,AMD
127500,ASK_UPDATE,32.46,17300,28.3,100,32.88,900,32.89,1800,AMD
127501,ASK_UPDATE,32.46,17300,28.3,100,32.88,900,32.89,1800,AMD
127559,ASK_UPDATE,32.46,17300,28.3,100,32.88,900,32.89,1800,AMD
127560,ASK_UPDATE,32.46,17300,28.3,100,32.88,900,32.89,1800,AMD
127572,BID_UPDATE,32.46,17300,28.3,100,32.88,900,32.89,1800,AMD
127574,ASK_UPDATE,32.46,17300,28.3,100,32.88,900,32.89,1800,AMD
127576,BID_UPDATE,32.46,17300,28.3,100,32.88,800,32.89,1800,AMD
127581,BID_UPDATE,32.46,17300,28.3,100,32.88,800,32.89,1800,AMD
127606,ASK_UPDATE,32.46,17300,28.3,100,32.88,800,32.89,1800,AMD
127611,ASK_UPDATE,32.46,17300,28.3,100,32.88,800,32.89,1800,AMD
127804,BID_UPDATE,32.46,17400,28.3,100,32.88,800,32.89,1800,AMD
127878,BID_UPDATE,32.46,17400,28.3,100,32.88,700,32.89,1800,AMD
127879,BID_UPDATE,32.46,17400,28.3,100,32.88,700,32.89,1800,AMD
127897,BID_UPDATE,32.46,17400,28.3,100,32.88,700,32.89,1800,AMD
127898,BID_UPDATE,32.46,17400,28.3,100,32.88,600,32.89,1800,AMD
127899,BID_UPDATE,32.46,17400,28.3,100,32.88,600,32.89,1800,AMD
127923,BID_UPDATE,32.46,17400,28.3,100,32.88,500,32.89,1800,AMD
128014,BID_UPDATE,32.46,17400,28.3,100,32.88,500,32.89,1800,AMD
128015,BID_UPDATE,32.46,17400,28.3,100,32.88,400,32.89,1800,AMD
128018,ASK_UPDATE,32.46,17400,28.3,100,32.88,400,32.89,1800,AMD
128020,ASK_UPDATE,32.46,17400,28.3,100,32.88,400,32.89,1800,AMD
128070,ASK_UPDATE,32.46,17400,28.3,100,32.88,400,32.89,1800,AMD
128071,ASK_UPDATE,32.46,17400,28.3,100,32.88,400,32.89,1800,AMD
128072,BID_UPDATE,32.46,17400,28.3,100,32.88,400,32.89,1800,AMD
128073,BID_UPDATE,32.46,17400,28.3,100,32.88,300,32.89,1800,AMD
128089,BID_UPDATE,32.46,17400,28.3,100,32.88,300,32.89,1800,AMD
128090,BID_UPDATE,32.46,17400,28.3,100,32.88,200,32.89,1800,AMD
128104,BID_UPDATE,32.46,17400,28.3,100,32.88,200,32.89,1800,AMD
128105,BID_UPDATE,32.46,17400,28.3,100,32.88,100,32.89,1800,AMD
128117,BID_UPDATE,32.46,17400,28.3,100,32.88,100,32.89,1800,AMD
128119,BID_UPDATE,32.46,17400,28.3,100,32.89,1800,32.9,400,AMD
128172,BID_UPDATE,32.46,17400,28.3,100,32.89,1800,32.9,400,AMD
128231,BID_UPDATE,32.46,17500,28.3,100,32.89,1800,32.9,400,AMD
128232,BID_UPDATE,32.46,17500,28.3,100,32.89,1800,32.9,400,AMD
128363,ASK_UPDATE,32.46,17500,28.3,100,32.89,1800,32.9,400,AMD
128626,ASK_UPDATE,32.46,17500,28.3,100,32.89,1800,32.9,400,AMD
128627,BID_UPDATE,32.46,17600,28.3,100,32.89,1800,32.9,400,AMD
128628,ASK_UPDATE,32.46,17600,28.3,100,32.89,1800,32.9,500,AMD
128629,ASK_UPDATE,32.46,17600,28.3,100,32.89,1800,32.9,500,AMD
128630,BID_UPDATE,32.46,17600,28.3,100,32.89,1800,32.9,500,AMD
128631,BID_UPDATE,32.46,17700,28.3,100,32.89,1800,32.9,500,AMD
128632,BID_UPDATE,32.46,17700,28.3,100,32.89,1800,32.9,500,AMD
128633,BID_UPDATE,32.46,17800,28.3,100,32.89,1800,32.9,500,AMD
128635,BID_UPDATE,32.46,17800,28.3,100,32.89,1800,32.9,500,AMD
128636,ASK_UPDATE,32.46,17800,28.3,100,32.89,1800,32.9,500,AMD
128638,ASK_UPDATE,32.46,17800,28.3,100,32.89,1800,32.9,500,AMD
128662,BID_UPDATE,32.46,17900,28.3,100,32.89,1800,32.9,500,AMD
128692,BID_UPDATE,32.46,17900,28.3,100,32.89,1800,32.9,500,AMD
128699,BID_UPDATE,32.46,18000,28.3,100,32.89,1800,32.9,500,AMD
128724,BID_UPDATE,32.46,18000,28.3,100,32.89,1800,32.9,500,AMD
128776,BID_UPDATE,32.46,18100,28.3,100,32.89,1800,32.9,500,AMD
128806,BID_UPDATE,32.46,18100,28.3,100,32.89,1800,32.9,500,AMD
129808,ASK_UPDATE,32.46,18100,28.3,100,32.89,1800,32.9,500,AMD
129809,ASK_UPDATE,32.46,18100,28.3,100,32.89,1800,32.9,500,AMD
129911,BID_UPDATE,32.46,18100,28.3,100,32.89,1700,32.9,500,AMD
129912,BID_UPDATE,32.46,18200,28.3,100,32.89,1700,32.9,500,AMD
129913,BID_UPDATE,32.46,18200,28.3,100,32.89,1700,32.9,500,AMD
129921,BID_UPDATE,32.46,18200,28.3,100,32.89,1700,32.9,500,AMD
130004,BID_UPDATE,32.46,18300,28.3,100,32.89,1700,32.9,500,AMD
130008,BID_UPDATE,32.46,18300,28.3,100,32.89,1700,32.9,500,AMD
130017,BID_UPDATE,32.46,18400,28.3,100,32.89,1700,32.9,500,AMD
130031,BID_UPDATE,32.46,18400,28.3,100,32.89,1700,32.9,500,AMD
130078,BID_UPDATE,32.46,18500,28.3,100,32.89,1700,32.9,500,AMD
130358,BID_UPDATE,32.46,18500,28.3,100,32.89,1700,32.9,500,AMD
130359,BID_UPDATE,32.46,18500,28.3,100,32.89,1600,32.9,500,AMD
130566,BID_UPDATE,32.46,18500,28.3,100,32.89,1600,32.9,500,AMD
130599,BID_UPDATE,32.46,18500,28.3,100,32.89,1500,32.9,500,AMD
130609,BID_UPDATE,32.46,18500,28.3,100,32.89,1500,32.9,500,AMD
130779,BID_UPDATE,32.46,18500,28.3,100,32.89,1400,32.9,500,AMD
130783,BID_UPDATE,32.46,18500,28.3,100,32.89,1400,32.9,500,AMD
130934,BID_UPDATE,32.46,18500,28.3,100,32.89,1300,32.9,500,AMD
