MESSAGE_ID,NETWORK_TIMESTAMP,SENDING_TIMESTAMP,EVENT_TIMESTAMP
75,1572434452530838016,1572434452400873127,1572434452400788003
76,1572434452530838016,1572434452400873127,1572434452400788003
77,1572434452530838016,1572434452400873127,1572434452400789588
78,1572434452530838016,1572434452400873127,1572434452400789588
79,1572434452530838016,1572434452400873127,1572434452400789588
80,1572434452530838016,1572434452400873127,1572434452400792338
81,1572434452530838016,1572434452400873127,1572434452400792338
82,1572434452530838016,1572434452400873127,1572434452400792338
83,1572434452530838016,1572434452400873127,1572434452400794600
84,1572434452530838016,1572434452400873127,1572434452400794600
85,1572434452530838016,1572434452400873127,1572434452400794600
86,1572434452530838016,1572434452400873127,1572434452400799388
87,1572434452530838016,1572434452400873127,1572434452400799388
88,1572434452530838016,1572434452400873127,1572434452400799388
89,1572434452530838016,1572434452400873127,1572434452400832312
90,1572434452530838016,1572434452400873127,1572434452400832312
91,1572434452530838016,1572434452400873127,1572434452400832312
92,1572434452530838016,1572434452400873127,1572434452400835919
93,1572434452530838016,1572434452400873127,1572434452400835919
94,1572434452530838016,1572434452400873127,1572434452400835919
95,1572434452530838016,1572434452400873127,1572434452400837094
96,1572434452530838016,1572434452400873127,1572434452400837094
97,1572434452530838016,1572434452400873127,1572434452400837094
98,1572434452530838016,1572434452400873127,1572434452400840546
99,1572434452530838016,1572434452400873127,1572434452400840546
100,1572434452530838016,1572434452400873127,1572434452400840546
101,1572434452530838016,1572434452400873127,1572434452400846223
102,1572434452530838016,1572434452400873127,1572434452400846223
103,1572434452530838016,1572434452400873127,1572434452400846223
104,1572434452530838016,1572434452400873127,1572434452400846814
105,1572434452530838016,1572434452400873127,1572434452400846814
106,1572434452530838016,1572434452400873127,1572434452400846814
107,1572434452530838016,1572434452400873127,1572434452400849751
108,1572434452530838016,1572434452400873127,1572434452400849751
109,1572434452530838016,1572434452400873127,1572434452400849751
110,1572434452530838016,1572434452400873127,1572434452400852785
111,1572434452530838016,1572434452400873127,1572434452400852785
112,1572434452530838016,1572434452400873127,1572434452400852785
113,1572434452530838016,1572434452400873127,1572434452400855648
114,1572434452530838016,1572434452400873127,1572434452400855648
115,1572434452530838016,1572434452400873127,1572434452400855648
116,1572434452530838016,1572434452400873127,1572434452400858901
117,1572434452530838016,1572434452400873127,1572434452400858901
118,1572434452530838016,1572434452400873127,1572434452400858901
119,1572434452530838016,1572434452400873127,1572434452400862967
120,1572434452530838016,1572434452400873127,1572434452400862967
121,1572434452530838016,1572434452400873127,1572434452400862967
122,1572434452530838016,1572434452400873127,1572434452400864753
123,1572434452530838016,1572434452400873127,1572434452400864753
124,1572434452530838016,1572434452400873127,1572434452400864753
125,1572434452530838016,1572434452400873127,1572434452400867405
126,1572434452530838016,1572434452400873127,1572434452400867405
127,1572434452530838016,1572434452400873127,1572434452400867405
128,1572434452530838016,1572434452400873127,1572434452400870214
129,1572434452530838016,1572434452400873127,1572434452400870214
130,1572434452530838016,1572434452400873127,1572434452400870214
131,1572434452530838016,1572434452400873127,1572434452400873127
132,1572434452530838016,1572434452400873127,1572434452400873127
133,1572434452537388032,1572434452400967515,1572434452400873127
134,1572434452537388032,1572434452400967515,1572434452400876066
135,1572434452537388032,1572434452400967515,1572434452400876066
136,1572434452537388032,1572434452400967515,1572434452400876066
137,1572434452537388032,1572434452400967515,1572434452400879138
138,1572434452537388032,1572434452400967515,1572434452400879138
139,1572434452537388032,1572434452400967515,1572434452400879138
140,1572434452537388032,1572434452400967515,1572434452400882051
141,1572434452537388032,1572434452400967515,1572434452400882051
142,1572434452537388032,1572434452400967515,1572434452400882051
143,1572434452537388032,1572434452400967515,1572434452400885188
144,1572434452537388032,1572434452400967515,1572434452400885188
145,1572434452537388032,1572434452400967515,1572434452400885188
146,1572434452537388032,1572434452400967515,1572434452400887888
147,1572434452537388032,1572434452400967515,1572434452400887888
148,1572434452537388032,1572434452400967515,1572434452400887888
149,1572434452537388032,1572434452400967515,1572434452400890956
150,1572434452537388032,1572434452400967515,1572434452400890956
151,1572434452537388032,1572434452400967515,1572434452400890956
152,1572434452537388032,1572434452400967515,1572434452400894565
153,1572434452537388032,1572434452400967515,1572434452400894565
154,1572434452537388032,1572434452400967515,1572434452400894565
155,1572434452537388032,1572434452400967515,1572434452400896691
156,1572434452537388032,1572434452400967515,1572434452400896691
157,1572434452537388032,1572434452400967515,1572434452400896691
158,1572434452537388032,1572434452400967515,1572434452400899479
159,1572434452537388032,1572434452400967515,1572434452400899479
160,1572434452537388032,1572434452400967515,1572434452400899479
161,1572434452537388032,1572434452400967515,1572434452400903405
162,1572434452537388032,1572434452400967515,1572434452400903405
163,1572434452537388032,1572434452400967515,1572434452400903405
164,1572434452537388032,1572434452400967515,1572434452400904887
165,1572434452537388032,1572434452400967515,1572434452400904887
166,1572434452537388032,1572434452400967515,1572434452400904887
167,1572434452537388032,1572434452400967515,1572434452400908739
168,1572434452537388032,1572434452400967515,1572434452400908739
169,1572434452537388032,1572434452400967515,1572434452400908739
170,1572434452537388032,1572434452400967515,1572434452400911106
171,1572434452537388032,1572434452400967515,1572434452400911106
172,1572434452537388032,1572434452400967515,1572434452400911106
173,1572434452537388032,1572434452400967515,1572434452400913990
174,1572434452537388032,1572434452400967515,1572434452400913990
175,1572434452537388032,1572434452400967515,1572434452400913990
176,1572434452537388032,1572434452400967515,1572434452400916737
177,1572434452537388032,1572434452400967515,1572434452400916737
178,1572434452537388032,1572434452400967515,1572434452400916737
179,1572434452537388032,1572434452400967515,1572434452400949848
180,1572434452537388032,1572434452400967515,1572434452400949848
181,1572434452537388032,1572434452400967515,1572434452400949848
182,1572434452537388032,1572434452400967515,1572434452400951920
183,1572434452537388032,1572434452400967515,1572434452400951920
184,1572434452537388032,1572434452400967515,1572434452400951920
185,1572434452537388032,1572434452400967515,1572434452400955483
186,1572434452537388032,1572434452400967515,1572434452400955483
187,1572434452537388032,1572434452400967515,1572434452400955483
188,1572434452537388032,1572434452400967515,1572434452400958738
189,1572434452537388032,1572434452400967515,1572434452400958738
190,1572434452537388032,1572434452400967515,1572434452400958738
191,1572434452537388032,1572434452400967515,1572434452400961258
192,1572434452537388032,1572434452400967515,1572434452400961258
193,1572434452537388032,1572434452400967515,1572434452400961258
194,1572434452537388032,1572434452400967515,1572434452400964244
195,1572434452537388032,1572434452400967515,1572434452400964244
196,1572434452537388032,1572434452400967515,1572434452400964244
197,1572434452537388032,1572434452400967515,1572434452400967515
198,1572434452537388032,1572434452400967515,1572434452400967515
199,1572434452542356992,1572434452401031344,1572434452400967515
200,1572434452542356992,1572434452401031344,1572434452400969897
201,1572434452542356992,1572434452401031344,1572434452400969897
202,1572434452542356992,1572434452401031344,1572434452400969897
203,1572434452542356992,1572434452401031344,1572434452400972953
204,1572434452542356992,1572434452401031344,1572434452400972953
205,1572434452542356992,1572434452401031344,1572434452400972953
206,1572434452542356992,1572434452401031344,1572434452400977081
207,1572434452542356992,1572434452401031344,1572434452400977081
208,1572434452542356992,1572434452401031344,1572434452400977081
209,1572434452542356992,1572434452401031344,1572434452400977661
210,1572434452542356992,1572434452401031344,1572434452400977661
211,1572434452542356992,1572434452401031344,1572434452400977661
212,1572434452542356992,1572434452401031344,1572434452400982408
213,1572434452542356992,1572434452401031344,1572434452400982408
214,1572434452542356992,1572434452401031344,1572434452400982408
215,1572434452542356992,1572434452401031344,1572434452400984673
216,1572434452542356992,1572434452401031344,1572434452400984673
217,1572434452542356992,1572434452401031344,1572434452400984673
218,1572434452542356992,1572434452401031344,1572434452400987601
219,1572434452542356992,1572434452401031344,1572434452400987601
220,1572434452542356992,1572434452401031344,1572434452400987601
221,1572434452542356992,1572434452401031344,1572434452400990519
222,1572434452542356992,1572434452401031344,1572434452400990519
223,1572434452542356992,1572434452401031344,1572434452400990519
224,1572434452542356992,1572434452401031344,1572434452400995805
225,1572434452542356992,1572434452401031344,1572434452400995805
226,1572434452542356992,1572434452401031344,1572434452400995805
227,1572434452542356992,1572434452401031344,1572434452400996400
228,1572434452542356992,1572434452401031344,1572434452400996400
229,1572434452542356992,1572434452401031344,1572434452400996400
230,1572434452542356992,1572434452401031344,1572434452400999253
231,1572434452542356992,1572434452401031344,1572434452400999253
232,1572434452542356992,1572434452401031344,1572434452400999253
233,1572434452542356992,1572434452401031344,1572434452401001857
234,1572434452542356992,1572434452401031344,1572434452401001857
235,1572434452542356992,1572434452401031344,1572434452401001857
236,1572434452542356992,1572434452401031344,1572434452401004974
237,1572434452542356992,1572434452401031344,1572434452401004974
238,1572434452542356992,1572434452401031344,1572434452401004974
239,1572434452542356992,1572434452401031344,1572434452401009571
240,1572434452542356992,1572434452401031344,1572434452401009571
241,1572434452542356992,1572434452401031344,1572434452401009571
242,1572434452542356992,1572434452401031344,1572434452401010882
243,1572434452542356992,1572434452401031344,1572434452401010882
244,1572434452542356992,1572434452401031344,1572434452401010882
245,1572434452542356992,1572434452401031344,1572434452401013182
246,1572434452542356992,1572434452401031344,1572434452401013182
247,1572434452542356992,1572434452401031344,1572434452401013182
248,1572434452542356992,1572434452401031344,1572434452401016618
249,1572434452542356992,1572434452401031344,1572434452401016618
250,1572434452542356992,1572434452401031344,1572434452401016618
251,1572434452542356992,1572434452401031344,1572434452401019336
252,1572434452542356992,1572434452401031344,1572434452401019336
253,1572434452542356992,1572434452401031344,1572434452401019336
254,1572434452542356992,1572434452401031344,1572434452401021590
255,1572434452542356992,1572434452401031344,1572434452401021590
256,1572434452542356992,1572434452401031344,1572434452401021590
257,1572434452542356992,1572434452401031344,1572434452401025074
258,1572434452542356992,1572434452401031344,1572434452401025074
259,1572434452542356992,1572434452401031344,1572434452401025074
260,1572434452542356992,1572434452401031344,1572434452401031159
261,1572434452542356992,1572434452401031344,1572434452401031159
262,1572434452542356992,1572434452401031344,1572434452401031159
263,1572434452542356992,1572434452401031344,1572434452401031344
264,1572434452542356992,1572434452401031344,1572434452401031344
265,1572434452547357952,1572434452401123908,1572434452401031344
266,1572434452547357952,1572434452401123908,1572434452401034404
267,1572434452547357952,1572434452401123908,1572434452401034404
268,1572434452547357952,1572434452401123908,1572434452401034404
269,1572434452547357952,1572434452401123908,1572434452401067648
270,1572434452547357952,1572434452401123908,1572434452401067648
271,1572434452547357952,1572434452401123908,1572434452401067648
272,1572434452547357952,1572434452401123908,1572434452401068817
273,1572434452547357952,1572434452401123908,1572434452401068817
274,1572434452547357952,1572434452401123908,1572434452401068817
275,1572434452547357952,1572434452401123908,1572434452401072625
276,1572434452547357952,1572434452401123908,1572434452401072625
277,1572434452547357952,1572434452401123908,1572434452401072625
278,1572434452547357952,1572434452401123908,1572434452401074273
279,1572434452547357952,1572434452401123908,1572434452401074273
280,1572434452547357952,1572434452401123908,1572434452401074273
281,1572434452547357952,1572434452401123908,1572434452401077691
282,1572434452547357952,1572434452401123908,1572434452401077691
283,1572434452547357952,1572434452401123908,1572434452401077691
284,1572434452547357952,1572434452401123908,1572434452401080603
285,1572434452547357952,1572434452401123908,1572434452401080603
286,1572434452547357952,1572434452401123908,1572434452401080603
287,1572434452547357952,1572434452401123908,1572434452401086336
288,1572434452547357952,1572434452401123908,1572434452401086336
289,1572434452547357952,1572434452401123908,1572434452401086336
290,1572434452547357952,1572434452401123908,1572434452401086524
291,1572434452547357952,1572434452401123908,1572434452401086524
292,1572434452547357952,1572434452401123908,1572434452401086524
293,1572434452547357952,1572434452401123908,1572434452401089023
294,1572434452547357952,1572434452401123908,1572434452401089023
295,1572434452547357952,1572434452401123908,1572434452401089023
296,1572434452547357952,1572434452401123908,1572434452401091998
297,1572434452547357952,1572434452401123908,1572434452401091998
298,1572434452547357952,1572434452401123908,1572434452401091998
299,1572434452547357952,1572434452401123908,1572434452401095516
300,1572434452547357952,1572434452401123908,1572434452401095516
301,1572434452547357952,1572434452401123908,1572434452401095516
302,1572434452547357952,1572434452401123908,1572434452401097758
303,1572434452547357952,1572434452401123908,1572434452401097758
304,1572434452547357952,1572434452401123908,1572434452401097758
305,1572434452547357952,1572434452401123908,1572434452401100856
306,1572434452547357952,1572434452401123908,1572434452401100856
307,1572434452547357952,1572434452401123908,1572434452401100856
308,1572434452547357952,1572434452401123908,1572434452401103698
309,1572434452547357952,1572434452401123908,1572434452401103698
310,1572434452547357952,1572434452401123908,1572434452401103698
311,1572434452547357952,1572434452401123908,1572434452401107923
312,1572434452547357952,1572434452401123908,1572434452401107923
313,1572434452547357952,1572434452401123908,1572434452401107923
314,1572434452547357952,1572434452401123908,1572434452401112004
315,1572434452547357952,1572434452401123908,1572434452401112004
316,1572434452547357952,1572434452401123908,1572434452401112004
317,1572434452547357952,1572434452401123908,1572434452401112288
318,1572434452547357952,1572434452401123908,1572434452401112288
319,1572434452547357952,1572434452401123908,1572434452401112288
320,1572434452547357952,1572434452401123908,1572434452401115152
321,1572434452547357952,1572434452401123908,1572434452401115152
322,1572434452547357952,1572434452401123908,1572434452401115152
323,1572434452547357952,1572434452401123908,1572434452401118005
324,1572434452547357952,1572434452401123908,1572434452401118005
325,1572434452547357952,1572434452401123908,1572434452401118005
326,1572434452547357952,1572434452401123908,1572434452401120890
327,1572434452547357952,1572434452401123908,1572434452401120890
328,1572434452547357952,1572434452401123908,1572434452401120890
329,1572434452547357952,1572434452401123908,1572434452401123908
330,1572434452547357952,1572434452401123908,1572434452401123908
331,1572434452552570880,1572434452401233050,1572434452401123908
332,1572434452552570880,1572434452401233050,1572434452401126827
333,1572434452552570880,1572434452401233050,1572434452401126827
334,1572434452552570880,1572434452401233050,1572434452401126827
335,1572434452552570880,1572434452401233050,1572434452401129742
336,1572434452552570880,1572434452401233050,1572434452401129742
337,1572434452552570880,1572434452401233050,1572434452401129742
338,1572434452552570880,1572434452401233050,1572434452401135103
339,1572434452552570880,1572434452401233050,1572434452401135103
340,1572434452552570880,1572434452401233050,1572434452401135103
341,1572434452552570880,1572434452401233050,1572434452401135457
342,1572434452552570880,1572434452401233050,1572434452401135457
343,1572434452552570880,1572434452401233050,1572434452401135457
344,1572434452552570880,1572434452401233050,1572434452401138408
345,1572434452552570880,1572434452401233050,1572434452401138408
346,1572434452552570880,1572434452401233050,1572434452401138408
347,1572434452552570880,1572434452401233050,1572434452401141319
348,1572434452552570880,1572434452401233050,1572434452401141319
349,1572434452552570880,1572434452401233050,1572434452401141319
350,1572434452552570880,1572434452401233050,1572434452401144758
351,1572434452552570880,1572434452401233050,1572434452401144758
352,1572434452552570880,1572434452401233050,1572434452401144758
353,1572434452552570880,1572434452401233050,1572434452401147210
354,1572434452552570880,1572434452401233050,1572434452401147210
355,1572434452552570880,1572434452401233050,1572434452401147210
356,1572434452552570880,1572434452401233050,1572434452401149454
357,1572434452552570880,1572434452401233050,1572434452401149454
358,1572434452552570880,1572434452401233050,1572434452401149454
359,1572434452552570880,1572434452401233050,1572434452401197952
360,1572434452552570880,1572434452401233050,1572434452401197952
361,1572434452552570880,1572434452401233050,1572434452401197952
362,1572434452552570880,1572434452401233050,1572434452401201518
363,1572434452552570880,1572434452401233050,1572434452401201518
364,1572434452552570880,1572434452401233050,1572434452401201518
365,1572434452552570880,1572434452401233050,1572434452401204072
366,1572434452552570880,1572434452401233050,1572434452401204072
367,1572434452552570880,1572434452401233050,1572434452401204072
368,1572434452552570880,1572434452401233050,1572434452401209814
369,1572434452552570880,1572434452401233050,1572434452401209814
370,1572434452552570880,1572434452401233050,1572434452401209814
371,1572434452552570880,1572434452401233050,1572434452401209945
372,1572434452552570880,1572434452401233050,1572434452401209945
373,1572434452552570880,1572434452401233050,1572434452401209945
374,1572434452552570880,1572434452401233050,1572434452401212963
375,1572434452552570880,1572434452401233050,1572434452401212963
376,1572434452552570880,1572434452401233050,1572434452401212963
377,1572434452552570880,1572434452401233050,1572434452401215481
378,1572434452552570880,1572434452401233050,1572434452401215481
379,1572434452552570880,1572434452401233050,1572434452401215481
380,1572434452552570880,1572434452401233050,1572434452401218794
381,1572434452552570880,1572434452401233050,1572434452401218794
382,1572434452552570880,1572434452401233050,1572434452401218794
383,1572434452552570880,1572434452401233050,1572434452401221437
384,1572434452552570880,1572434452401233050,1572434452401221437
385,1572434452552570880,1572434452401233050,1572434452401221437
386,1572434452552570880,1572434452401233050,1572434452401224270
387,1572434452552570880,1572434452401233050,1572434452401224270
388,1572434452552570880,1572434452401233050,1572434452401224270
389,1572434452552570880,1572434452401233050,1572434452401227106
390,1572434452552570880,1572434452401233050,1572434452401227106
391,1572434452552570880,1572434452401233050,1572434452401227106
392,1572434452552570880,1572434452401233050,1572434452401230084
393,1572434452552570880,1572434452401233050,1572434452401230084
394,1572434452552570880,1572434452401233050,1572434452401230084
395,1572434452552570880,1572434452401233050,1572434452401233050
396,1572434452552570880,1572434452401233050,1572434452401233050
397,1572434452557160960,1572434452401329041,1572434452401233050
398,1572434452557160960,1572434452401329041,1572434452401235888
399,1572434452557160960,1572434452401329041,1572434452401235888
400,1572434452557160960,1572434452401329041,1572434452401235888
401,1572434452557160960,1572434452401329041,1572434452401238890
402,1572434452557160960,1572434452401329041,1572434452401238890
403,1572434452557160960,1572434452401329041,1572434452401238890
404,1572434452557160960,1572434452401329041,1572434452401241427
405,1572434452557160960,1572434452401329041,1572434452401241427
406,1572434452557160960,1572434452401329041,1572434452401241427
407,1572434452557160960,1572434452401329041,1572434452401245588
408,1572434452557160960,1572434452401329041,1572434452401245588
409,1572434452557160960,1572434452401329041,1572434452401245588
410,1572434452557160960,1572434452401329041,1572434452401248061
411,1572434452557160960,1572434452401329041,1572434452401248061
412,1572434452557160960,1572434452401329041,1572434452401248061
413,1572434452557160960,1572434452401329041,1572434452401250482
414,1572434452557160960,1572434452401329041,1572434452401250482
415,1572434452557160960,1572434452401329041,1572434452401250482
416,1572434452557160960,1572434452401329041,1572434452401253241
417,1572434452557160960,1572434452401329041,1572434452401253241
418,1572434452557160960,1572434452401329041,1572434452401253241
419,1572434452557160960,1572434452401329041,1572434452401256077
420,1572434452557160960,1572434452401329041,1572434452401256077
421,1572434452557160960,1572434452401329041,1572434452401256077
422,1572434452557160960,1572434452401329041,1572434452401259003
423,1572434452557160960,1572434452401329041,1572434452401259003
424,1572434452557160960,1572434452401329041,1572434452401259003
425,1572434452557160960,1572434452401329041,1572434452401261858
426,1572434452557160960,1572434452401329041,1572434452401261858
427,1572434452557160960,1572434452401329041,1572434452401261858
428,1572434452557160960,1572434452401329041,1572434452401266105
429,1572434452557160960,1572434452401329041,1572434452401266105
430,1572434452557160960,1572434452401329041,1572434452401266105
431,1572434452557160960,1572434452401329041,1572434452401271738
432,1572434452557160960,1572434452401329041,1572434452401271738
433,1572434452557160960,1572434452401329041,1572434452401271738
434,1572434452557160960,1572434452401329041,1572434452401273182
435,1572434452557160960,1572434452401329041,1572434452401273182
436,1572434452557160960,1572434452401329041,1572434452401273182
437,1572434452557160960,1572434452401329041,1572434452401276141
438,1572434452557160960,1572434452401329041,1572434452401276141
439,1572434452557160960,1572434452401329041,1572434452401276141
440,1572434452557160960,1572434452401329041,1572434452401279090
441,1572434452557160960,1572434452401329041,1572434452401279090
442,1572434452557160960,1572434452401329041,1572434452401279090
443,1572434452557160960,1572434452401329041,1572434452401282518
444,1572434452557160960,1572434452401329041,1572434452401282518
445,1572434452557160960,1572434452401329041,1572434452401282518
446,1572434452557160960,1572434452401329041,1572434452401285030
447,1572434452557160960,1572434452401329041,1572434452401285030
448,1572434452557160960,1572434452401329041,1572434452401285030
449,1572434452557160960,1572434452401329041,1572434452401317204
450,1572434452557160960,1572434452401329041,1572434452401317204
451,1572434452557160960,1572434452401329041,1572434452401317204
452,1572434452557160960,1572434452401329041,1572434452401319899
453,1572434452557160960,1572434452401329041,1572434452401319899
454,1572434452557160960,1572434452401329041,1572434452401319899
455,1572434452557160960,1572434452401329041,1572434452401322696
456,1572434452557160960,1572434452401329041,1572434452401322696
457,1572434452557160960,1572434452401329041,1572434452401322696
458,1572434452557160960,1572434452401329041,1572434452401326062
459,1572434452557160960,1572434452401329041,1572434452401326062
460,1572434452557160960,1572434452401329041,1572434452401326062
461,1572434452557160960,1572434452401329041,1572434452401329041
462,1572434452557160960,1572434452401329041,1572434452401329041
463,1572434452561640960,1572434452401393429,1572434452401329041
464,1572434452561640960,1572434452401393429,1572434452401331951
465,1572434452561640960,1572434452401393429,1572434452401331951
466,1572434452561640960,1572434452401393429,1572434452401331951
467,1572434452561640960,1572434452401393429,1572434452401336305
468,1572434452561640960,1572434452401393429,1572434452401336305
469,1572434452561640960,1572434452401393429,1572434452401336305
470,1572434452561640960,1572434452401393429,1572434452401337861
471,1572434452561640960,1572434452401393429,1572434452401337861
472,1572434452561640960,1572434452401393429,1572434452401337861
473,1572434452561640960,1572434452401393429,1572434452401340757
474,1572434452561640960,1572434452401393429,1572434452401340757
475,1572434452561640960,1572434452401393429,1572434452401340757
476,1572434452561640960,1572434452401393429,1572434452401343650
477,1572434452561640960,1572434452401393429,1572434452401343650
478,1572434452561640960,1572434452401393429,1572434452401343650
479,1572434452561640960,1572434452401393429,1572434452401346499
480,1572434452561640960,1572434452401393429,1572434452401346499
481,1572434452561640960,1572434452401393429,1572434452401346499
482,1572434452561640960,1572434452401393429,1572434452401349666
483,1572434452561640960,1572434452401393429,1572434452401349666
484,1572434452561640960,1572434452401393429,1572434452401349666
485,1572434452561640960,1572434452401393429,1572434452401352462
486,1572434452561640960,1572434452401393429,1572434452401352462
487,1572434452561640960,1572434452401393429,1572434452401352462
488,1572434452561640960,1572434452401393429,1572434452401355547
489,1572434452561640960,1572434452401393429,1572434452401355547
490,1572434452561640960,1572434452401393429,1572434452401355547
491,1572434452561640960,1572434452401393429,1572434452401358552
492,1572434452561640960,1572434452401393429,1572434452401358552
493,1572434452561640960,1572434452401393429,1572434452401358552
494,1572434452561640960,1572434452401393429,1572434452401361623
495,1572434452561640960,1572434452401393429,1572434452401361623
496,1572434452561640960,1572434452401393429,1572434452401361623
497,1572434452561640960,1572434452401393429,1572434452401365903
498,1572434452561640960,1572434452401393429,1572434452401365903
499,1572434452561640960,1572434452401393429,1572434452401365903
500,1572434452561640960,1572434452401393429,1572434452401366950
501,1572434452561640960,1572434452401393429,1572434452401366950
502,1572434452561640960,1572434452401393429,1572434452401366950
503,1572434452561640960,1572434452401393429,1572434452401369956
504,1572434452561640960,1572434452401393429,1572434452401369956
505,1572434452561640960,1572434452401393429,1572434452401369956
506,1572434452561640960,1572434452401393429,1572434452401372773
507,1572434452561640960,1572434452401393429,1572434452401372773
508,1572434452561640960,1572434452401393429,1572434452401372773
509,1572434452561640960,1572434452401393429,1572434452401376163
510,1572434452561640960,1572434452401393429,1572434452401376163
511,1572434452561640960,1572434452401393429,1572434452401376163
512,1572434452561640960,1572434452401393429,1572434452401378686
513,1572434452561640960,1572434452401393429,1572434452401378686
514,1572434452561640960,1572434452401393429,1572434452401378686
515,1572434452561640960,1572434452401393429,1572434452401381779
516,1572434452561640960,1572434452401393429,1572434452401381779
517,1572434452561640960,1572434452401393429,1572434452401381779
518,1572434452561640960,1572434452401393429,1572434452401385147
519,1572434452561640960,1572434452401393429,1572434452401385147
520,1572434452561640960,1572434452401393429,1572434452401385147
521,1572434452561640960,1572434452401393429,1572434452401387219
522,1572434452561640960,1572434452401393429,1572434452401387219
523,1572434452561640960,1572434452401393429,1572434452401387219
524,1572434452561640960,1572434452401393429,1572434452401389370
525,1572434452561640960,1572434452401393429,1572434452401389370
526,1572434452561640960,1572434452401393429,1572434452401389370
527,1572434452561640960,1572434452401393429,1572434452401393429
528,1572434452561640960,1572434452401393429,1572434452401393429
529,1572434452566643968,1572434452401479038,1572434452401393429
530,1572434452566643968,1572434452401479038,1572434452401396567
531,1572434452566643968,1572434452401479038,1572434452401396567
532,1572434452566643968,1572434452401479038,1572434452401396567
533,1572434452566643968,1572434452401479038,1572434452401399017
534,1572434452566643968,1572434452401479038,1572434452401399017
